$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
$GPRMC,084501.000,A,3003.8500,N,03114.0000,E,1.23,045.00,230425,,,A*6F
